"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"599","Psenes pellucidus",3927,"Psenes",4412,"Lütken, 1880","Pspel_u1.jpg",422,9100,"short and / or deep","R",0,0,0,1,"bathypelagic","WaterAssumed",52,80,"TL",4412,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Oceanic species (Ref. 6891).  Associated with jellyfish (Ref. 7251) and floating weed patches (Ref. 6891).  Large adults may be benthic on continental slopes (Ref. 6891).  Feeds on zooplankton and small pelagic fishes (Ref. 4777).",0.531300008296967,0,2,1992-02-13,949,2009-08-19,3927,"Psenes","Nomeidae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,4123,"native","Mediterranean and Black Sea","Yes",80,3.84999990463257,0.9,12.9,19.3
"600","Pseudaphya ferreri",16333,"Pseudaphya",4696,"(de Buen & Fage, 1908)","Psfer_u0.jpg",405,7560,"elongated","R",0,0,0,1,"benthopelagic","WaterAssumed",10,3.5,"TL",4696,"very high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs inshore over sand (Ref. 4345). Benthic and free swimming (Ref. 92840).",1,0,34,1996-01-23,2291,2020-09-23,16333,"Pseudaphya","Gobiidae","Gobiiformes","Teleostei","Osteichthyes","Chordata",37,15047,"endemic","Mediterranean and Black Sea","No",3.5,3.14000010490417,16.1,17.9,19.4
"601","Pseudocaranx dentex",1002,"Pseudocaranx",7300,"(Bloch & Schneider, 1801)","Psden_ua.jpg",314,9756,"fusiform / normal","R",1,0,1,1,"reef-associated","WaterAssumed",74.3,122,"TL",4887,"very high",1,1,0,1,0,0,0,0,1,0,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults occur in bays and coastal waters, including estuaries (Ref. 9563).  Juveniles usually inhabit estuaries, bays and shallow continental shelf waters, while adults form schools near the sea bed on the continental shelf (Ref. 6390).  Schools are found at the surface, in mid-water and on the bottom and are often associated with reefs and rough bottom (Ref. 9072).  Schools are sometimes mixed with <i>Caranx koheru</i> and <i>Arripis trutta</i> (Ref. 9072).  Feed on plankton by ram-filtering and suction feeding and on bottom invertebrates (Ref. 9072, 30206).  Eggs are pelagic (Ref. 4233).  Cultured only in Japan.  (Ref. 4931).  One of the best table fish 'being indeed the salmon of St. Helena' (Ref. 5288).",0.5625,0,5,1990-10-17,303,2021-09-16,1002,"Pseudocaranx","Carangidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,1018,"native","Mediterranean and Black Sea","No",122,3.92000007629395,15.3,22.3,25.9
"602","Pseudotolithus senegallus",5009,"Pseudotolithus",10077,"(Cuvier, 1830)","Pssen_u1.jpg",331,9197,"fusiform / normal","r",1,0,1,1,"demersal","WaterAssumed",90,230,"TL",2683,"high",0,1,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Found over mud and sandy bottoms, enters coastal lagoons and estuaries.  Feeds on small fish and crustaceans.  Flesh highly appreciated; caught by artisanal fishers (Ref. 5377).",0.515600025653839,0,2,1992-02-11,681,2010-08-12,5009,"Pseudotolithus","Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,5243,"native","Mediterranean and Black Sea","No",230,3.89000010490417,18.6,25.7,27.9
"603","Pseudupeneus prayensis",453,"Pseudupeneus",7313,"(Cuvier, 1829)","Pspra_u2.jpg",332,2722,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",29.86,55,"SL",4845,"high",0,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabits the coastal waters of the continental shelf, over sandy and muddy bottoms (Ref. 2683).  Feeds on benthic invertebrates (Ref. 4845).",0.625,0,2,1990-10-17,14,2021-05-17,453,"Pseudupeneus","Mullidae","Mulliformes","Teleostei","Osteichthyes","Chordata",37,467,"native","Mediterranean and Black Sea","Yes",67.0999984741211,3.24000000953674,18.1,25.2,27.9
"604","Pteragogus pelycus",8023,"Pteragogus",4392,"Randall, 1981","Ptpel_u5.jpg",362,10359,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",10,15,"TL",4392,"very high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","commercial",0,"harmless","no special ability",1,"Inhabits quiet (Ref. 30573) seagrass beds and algal flats.",0.500999987125397,0,34,1993-05-10,113,1999-07-16,8023,"Pteragogus","Labridae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,8334,"introduced","Mediterranean and Black Sea","Yes",15,3.53999996185303,24.6,27.5,29
"605","Pteragogus trispilus",66979,"Pteragogus",93522,"Randall, 2013","Pttri_f0.jpg",362,10359,"short and / or deep","O",0,0,0,1,"reef-associated","WaterAssumed",10,7.90000009536743,"SL",93522,NA,0,0,0,0,1,0,0,0,0,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Collected with rotenone or spear in areas with sand bottom with detached brown algae or small coral patches and rocks.  A very cryptic species, hence difficult to photograph underwater. The  small sample of stomach contents from the holotype contained foraminiferans and  from the 7.35 cm paratype consisted mainly of crushed remains of small gastropods, some foraminiferans, and unidentified crustacean fragments, including a small crab chela. Also from the very large stomach of the 4.4 cm paratype, it was found to contain the remains of a moderately large shrimp, so this fish does not feed exclusively on tiny prey (Ref. 93522).  Maximum depth reported taken from Ref. 127989.",0.500999987125397,0,1016,2013-05-22 23:07:06,2762,2023-01-11,66979,"Pteragogus","Labridae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,57955,"introduced","Mediterranean and Black Sea","Yes",9.64000034332275,3.42000007629395,22.2,25.1,27.2
"606","Pterois miles",7797,"Pterois",4313,"(Bennett, 1828)","Ptmil_u9.jpg",264,1781,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",33,43,"TL",125962,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","commercial",0,"venomous","no special ability",1,"Adults are found in coastal waters in muddy habitats (Ref. 48635).  Minimum depth of 0m (Ref. 81209). Fin spines highly venomous, may cause human death (Ref. 30573).",0.500500023365021,0,10,1993-04-13,2,2022-07-25,7797,"Pterois","Scorpaenidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes","Chordata",37,8106,"introduced","Mediterranean and Black Sea","Yes",43,3.73000001907349,24.5,27.6,29.3
"607","Pteroplatytrygon violacea",2576,"Pteroplatytrygon",35766,"(Bonaparte, 1832)","Ptvio_m0.jpg",20,1840,"other","O",0,0,0,1,"pelagic-oceanic","WaterAssumed",62.71,96,"WD",48844,"low",1,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"venomous","no special ability",1,"Found in open, tropical and warm temperate waters usually in the first 100 m.  Possibly the only totally pelagic member of the family (Ref. 6871).  Feeds on coelenterates (including medusae), squid, decapod crustaceans, and fish.  Ovoviviparous (Ref. 50449).  Venomous spine on tail. Common catch of the pelagic tuna (and shark) longline and gillnet fisheries (drift, Ref. 75025) operating throughout the region (Ref. 58048); also by purse-seine and bottom trawls (Ref. 75025). Utilized for its meat and sometimes cartilage (Ref.58048).  Total length 110 TL (80 cm WD) (Ref. 9254).",1,0,1,1991-05-01,14,2016-04-22,2576,"Pteroplatytrygon","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes","Chordata",37,2772,"native","Mediterranean and Black Sea","No",220.779998779297,4.3600001335144,12,24.8,28.6
"608","Rachycentron canadum",3542,"Rachycentron",9739,"(Linnaeus, 1766)","Racan_u9.jpg",312,3309,"elongated","O",0,0,1,1,"reef-associated","WaterAssumed",42.21,200,"TL",10790,"high",1,1,0,0,0,1,0,0,1,0,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults occur in a variety of habitats, over mud, sand and gravel bottoms; over coral reefs, off rocky shores (Ref. 10948) and in mangrove sloughs; inshore around pilings and buoys, and offshore around drifting and stationary objects; occasionally in estuaries (Ref. 9739).  Form small groups and may pursue small pelagic inshore (Ref. 48635).  Feed on crabs, fishes, and squids (Ref. 5213, 10948, 13442).  Form spawning aggregations during  the warm months in the western Atlantic; eggs and larvae planktonic (Ref. 12459). Caught in small quantities due to its solitary behavior (Ref. 9626). Caught mainly with handlines, and by trolling pelagically offshore over the continental shelf (Ref. 10948). Good food fish; marketed fresh (Ref. 5284), smoked, and frozen (Ref. 9987).  Also caught for sport (Ref. 26938).",1.5,0,1,1991-05-01,14,2019-02-12,3542,"Rachycentron","Rachycentridae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,3738,"introduced","Mediterranean and Black Sea","Yes",200,4.19000005722046,8.1,12.9,19.8
"609","Raja asterias",8924,"Raja",27314,"Delaroche, 1809","Raast_u0.jpg",19,1309,"other","r",0,0,0,1,"demersal","WaterAssumed",32.61,75,"TL",100834,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Inhabit inshore waters (Ref. 3167).  Depth range to 170 m (Ref. 04426), and from 333-343 m in the eastern Ionian Sea (Ref. 56504).  Feed on all kinds of benthic animals (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 4.5 cm long and 3.0 cm wide (Ref. 41304). Minimum depth range (Ref. 117283).",0.5,0,3,1994-03-04,65,2021-10-29,8924,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9246,"native","Mediterranean and Black Sea","No",75,3.80999994277954,13.3,14.3,15.7
"610","Raja brachyura",4552,"Raja",27314,"Lafont, 1873","Rabra_u4.jpg",19,1309,"other","R",0,0,0,1,"demersal","WaterAssumed",65.3,120,"TL",41333,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",1,"harmless","weakly discharging",1,"Found on sand and sand-rock bottoms (Ref. 6808).  Feed on all kinds of benthic animals (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 10.0-14.3 cm long and 5.8-9.0 cm wide (Ref. 41250).  About 40-90 eggs are laid per individual every year (Ref. 41250).",0.5,0,2,1991-07-23,303,2022-02-17,4552,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,4737,"native","Mediterranean and Black Sea","No",125,3.75999999046326,7.1,10.3,16.2
"611","Raja clavata",2059,"Raja",27314,"Linnaeus, 1758","Racla_u4.jpg",19,1309,"other","R",0,0,0,1,"demersal","WaterAssumed",60.11,105,"TL",53748,"medium",1,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","weakly discharging",1,"Inhabits shelf and upper slope waters. Reported depth ranges varies, from 10-300 m (Ref. 4426,  82319, 88187), and from 300-577 m in the eastern Ionian Sea (Ref. 56504); most common in coastal waters between 10-60 m depth (Ref. 58137). Tolerates low salinities (Ref. 88171). Found on mud, sand and gravel bottoms, rarely on rougher bottoms (Ref. 6808, 58137). Nocturnal species. Feeds on all kinds of bottom animals, preferably crustaceans (Ref. 3167) and fishes (Ref. 114953). Undertakes migrations with mean distances of 54-117 km per month; shows a clear annual migration cycle (Ref. 89017, 89018), moves from deeper offshore waters (10-30 m) in autumn and winter to shallower areas (<10 m) in spring (Ref. 82319). Young are non-migratory, inhabiting inshore nursery grounds (Ref. 89019, 89020, 89022); in the Bay of Douarnenez (France) they are found to remain in shallow waters for at least 2 years (Ref. 89023). Maturity age 7-8 years (Ref. 114953). Oviparous. Young may tend to follow large objects, such as their mother (Ref. 205). Detects weak electric fields generated by other organisms (prey detection and predator avoidance) but may also generate its own weak electric fields (Ref. 10311, 88171). Utilized fresh and frozen (Ref. 9987).",0.5,0,2,1991-01-18,14,2017-09-09,2059,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,2254,"native","Mediterranean and Black Sea","No",139,3.83999991416931,7.1,10.7,15.8
"612","Raja mauritaniensis",8923,"Raja",124211,"White & Fricke, 2021","Raafr_u0.gif",19,1309,"other","r",0,0,0,1,"demersal","WaterAssumed",52,80,"TL",4426,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Found in shelf and slope waters, depending on seasonal lower bottom water temperatures.  Feeds on crustaceans and bony fishes (Ref. 3167).  Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205).",0.5,0,3,1994-03-04,14,2021-06-30,8923,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9244,"native","Mediterranean and Black Sea","No",80,3.97000002861023,13.5,15.1,17.4
"613","Raja miraletus",5014,"Raja",27314,"Linnaeus, 1758","Ramir_u1.jpg",19,1309,"other","r",0,0,1,1,"demersal","WaterAssumed",50.71,63,"TL",39256,"medium",0,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","weakly discharging",1,"Found over soft bottoms of the shelf and the uppermost slope (Ref. 5578).  Depth range from 17-300 m, and up to depth of 462 m in the eastern Ionian Sea (Ref. 56504).  Feed on all kinds of benthic animals, also on fish offal (Ref. 5578).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 4.2-4.6 cm long and 2.7-2.9 cm wide (Ref. 41250).  About 40-72 eggs are lain by an individual in a year (Ref. 41250).  Caught by ski-boat anglers (Ref. 5578).",0.5,0,2,1992-02-11,949,2010-10-29,5014,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,5248,"native","Mediterranean and Black Sea","No",63,3.69000005722046,13.1,17.6,25.6
"614","Raja montagui",4329,"Raja",27314,"Fowler, 1910","Ramon_u0.jpg",19,1309,"other","R",0,0,0,1,"demersal","WaterAssumed",57.01,83.5,"TL",106276,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Found mainly along the continental shelf (Ref. 3167). Depth range from 8-283 m in the northeast Atlantic (Ref. 82399), in the southern part of its range it occurs down to 530 m (Ref. 78469, 89037), but most common between 20-120 m (Ref. 88187). Prefers habitats with sand or mud bottoms (Ref. 78469). Juveniles usually found in shallow sandy inshore areas, adults utilize more offshore sand or sand-gravel habitats (Ref. 82399, 89038). Species buries itself to avoid predation and ambush potential prey. Feeds mainly on crustaceans (Ref. 3167) with prey size increasing as it grows (Ref. 88171), also preys on benthic worms, cephalopods and small fishes (Ref. 41849, 58137). Most individuals attain a length of 40-60 cm (Ref. 3261). Oviparous. Young may tend to follow large objects, such as their mother (Ref. 205). Detects weak electric fields generated by other organisms and generate its own weak electric fields (Ref. 10311). ",0.5,0,2,1991-05-31,65,2018-04-25,4329,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,4517,"native","Mediterranean and Black Sea","No",83.5,3.88000011444092,7,9.9,16
"615","Raja polystigma",9283,"Raja",27314,"Regan, 1923","Rapol_u0.jpg",19,1309,"other","r",0,0,0,1,"demersal","WaterAssumed",62.14,60,"TL",3167,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Found mainly on soft bottoms (Ref. 3167).  Feed mainly on crustaceans and bony fishes depending on the sex, size and also partly with the season (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  About 20-62 eggs are laid by an individual in a year (Ref. 41314).",0.5,0,18,1994-04-13,2,2002-02-11,9283,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9605,"endemic","Mediterranean and Black Sea","No",60,3.27999997138977,13.1,14,15.1
"616","Raja radula",8929,"Raja",27314,"Delaroche, 1809","Rarad_u0.jpg",19,1309,"other","r",0,0,0,1,"demersal","WaterAssumed",48,70,"TL",4426,"medium",1,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Range from coastal waters to about 300 m depth (Ref. 3167).  Feed on all kinds of bottom animals (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  About 80-154 eggs are laid by an individual in a year (Ref. 41305).",0.5,0,3,1994-03-04,2,2002-02-11,8929,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9252,"native","Mediterranean and Black Sea","No",70,3.74000000953674,13.4,15,18.4
"617","Raja rondeleti",9303,"Raja",3167,"Bougis, 1959","Raron_u0.gif",19,1309,"other","R",1,0,0,1,"demersal","WaterAssumed",40,50,"TL",3167,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205).",0.5,0,18,1994-04-13,14,2009-05-27,9303,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9625,"endemic","Mediterranean and Black Sea","No",50,3.5,13.1,13.9,15.2
"618","Raja undulata",7617,"Raja",27314,"Lacepède, 1802","Raund_u2.jpg",19,1309,"other","R",0,0,0,1,"demersal","WaterAssumed",66.2,100,"TL",4426,"medium",0,0,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","weakly discharging",1,"Found on sandy bottoms of shelf waters (Ref. 3167).  Feed on all kinds of bottom animals (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 7.2-9.0 cm long and 4.2-5.2 cm wide (Ref. 41303 , 41251, 41304).",0.5,0,18,1993-03-13,2,2002-02-18,7617,"Raja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,7921,"native","Mediterranean and Black Sea","No",100,3.5,9.8,13.2,17.1
"619","Ranzania laevis",1750,"Ranzania",6952,"(Pennant, 1776)","Ralae_u6.jpg",450,985,"short and / or deep","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",60,100,"TL",26340,"unknown",0,1,0,0,0,1,0,0,0,1,"never/rarely","never/rarely",NA,0,"harmless","no special ability",1,"Oceanic (Ref. 2850), epipelagic (Ref. 2340), and generally solitary (Ref. 9317).  Feeds on planktonic crustaceans (Ref. 4424).",1.03120005130768,0,5,1990-10-24,949,2008-09-10,1750,"Ranzania","Molidae","Tetraodontiformes","Teleostei","Osteichthyes","Chordata",37,1946,"native","Mediterranean and Black Sea","No",100,3.66000008583069,14.7,23.9,27.9
"620","Rastrelliger kanagurta",111,"Rastrelliger",168,"(Cuvier, 1816)","Rakan_u9.jpg",416,1042,"fusiform / normal","R",0,0,0,1,"pelagic-neritic","WaterAssumed",14.71,36,NA,111654,"very high",0,1,0,1,0,1,0,1,0,1,"never/rarely","occasionally","never/rarely",1,"harmless","no special ability",1,"Adults occur in coastal bays, harbors and deep lagoons, usually in some turbid plankton-rich waters.  Form schools.  Feed on phytoplankton (diatoms) and small zooplankton (cladocerans, ostracods, larval polychaetes, etc.) (Ref. 9684).  Small groups were seen eating eggs of <i>Cheilio inermis</i> straight after spawning (Ref. 48637).  Adult individuals feed on macroplankton such as larval shrimps and fish.  Eggs and larvae are pelagic (Ref. 6769).  Generally marketed fresh, frozen, canned, dried-salted, and smoked; also made into fish sauce (Ref. 9684).",0.625,0,2,1990-10-17,65,2016-10-03,111,"Rastrelliger","Scombridae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,125,"introduced","Mediterranean and Black Sea","Yes",30.25,3.19000005722046,23.7,27.3,28.3
"621","Regalecus glesne",3267,"Regalecus",3397,"Ascanius, 1772","Regle_u8.jpg",226,267,"eel-like","O",0,0,0,1,"pelagic-oceanic","WaterAssumed",90,800,"TL",92949,"high",0,0,0,0,0,0,0,0,1,1,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Cool-water, anti-tropical distribution, at latitudes greater than 15° (Ref. 92949). Oceanic and can live at great depths (Ref. 2850), but occasionally cast up on beaches (Ref. 9563).  Large adults sometimes kill themselves by swimming out of the water onto beaches; occurrence of such strandings may be linked to certain areas, seasons or months and often in spates.  With a unique adaptation of self-amputation (autotomy) of the posterior part of the body past the vent which may involve only the caudal fin (or one to a few small adjacent vertebrae) or as far anterior as just before the abdomen; apparently occurs several times during its lifetime (serial autotomy) but do not damage any vital organs and are usually survived except in strandings.  All records over 1.5 m long have bodies shortened by autotomy and may exhibit a healed-over stump or ""terminus""; still, many  specimens found with fresh (with a ragged appearance very different from a healed termini) incomplete self-amputations of the posterior part of the body, notably not consistent with shark bites; the lost part is never regenerated.  Species of this <i>Regalecus</i> attain lengths of 7-8 meters and this is well established by documented specimens.  Oftentimes vertically suspended head-up in clear oceanic or inshore waters with the rays of the two dorsal fin crests usually extended vertically upwards while the pelvic fin rays may be horizontally spread outward and away from the body (Ref. 92949).  This is hypothesized to be a feeding stance that visually allows the fish to spot the silhouette of its potential prey against the skylight (Ref. 49905).  Feed on euphausiid crustaceans, small fishes and squid (Ref. 6738).  Toothless protrusile jaws work to suction krill-laden water into its oro-branchial cavity and retained in the gullet by the long, spiny and bristly gill rakers (Ref. 92949).  Occassionally associate in pairs (gender undocumented) but no record of group larger than three or of schooling behavior (Ref. 92949).  Spawning occurs between July and December and larvae are encountered near the surface (Ref. 9337).  Mature individuals spawn in the North Atlantic along the west coast of Florida and off the northern coast of America; in or near the Straits of Messina in the Mediterranean; in the South Pacific in the Catham Rise area of New Zealand and somewhere off the west coast of southern Australia (Ref. 92949).   In Guinness Book of Records as longest bony fish (Ref. 6472). Also caught with encircling nets and marketed fresh (Ref. 9337).  Reputed to be unpalatable because the flesh is tasteless or otherwise unappetizing (Ref. 92949).  Underwater footage shows them slowly swimming vertically, head up, with a stiff body, only undulating the dorsal fin, and with photophores on their appendages. The mouth can be protruded for capturing prey (RF, pers. comm. 2013).",0.875,1,1,1991-05-01,303,2020-10-31,3267,"Regalecus","Regalecidae","Lampriformes","Teleostei","Osteichthyes","Chordata",37,3463,"native","Mediterranean and Black Sea","No",800,3.20000004768372,11.2,23.9,28.9
"622","Remora australis",3545,"Remora",7300,"(Bennett, 1840)","Reaus_u0.jpg",313,847,"elongated","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",50.4,76,"TL",2850,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Oceanic, mostly in warm seas.  Attaches itself only to whales and porpoises (Ref. 7251).  One adult couple was recorded attached to the same individual spinner dolphin for a period of about 3 months (Ref. 50801).  A common associate of spinner dolphins at Fernando de Noronha Archipelago, southeast Atlantic, where it occurs year-round.  Recorded feeding on spinner dolphins’ feces and vomits (Ref. 48727).",0.535199999809265,0,1,1991-05-01,65,2016-06-29,3545,"Remora","Echeneidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,3741,"stray","Mediterranean and Black Sea","No",76,3.51999998092651,14.1,23,27.5
"623","Remora brachyptera",3546,"Remora",7300,"(Lowe, 1839)","Rebra_u1.jpg",313,847,"elongated","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",40,50,"TL",55763,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found on the body and inside gill chamber of billfishes and swordfishes, rarely on any other fishes (Ref. 2850); also in the gill cavities and mouths of sharks (Ref. 5951).",0.535199999809265,0,1,1991-05-01,1472,2008-09-22,3546,"Remora","Echeneidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,3742,"native","Mediterranean and Black Sea","No",50,3.46000003814697,7.9,23.4,28.1
"624","Remora osteochir",3547,"Remora",7300,"(Cuvier, 1829)","Reost_u3.jpg",313,847,"elongated","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",38.8,40,"SL",5288,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Oceanic species with a strong preference for marlins and sailfish as hosts, but may occasionally cling to other large fishes.  Attaches to the body or gill chamber of the host (Ref. 10791).  Oviparous.  Distinct pairing during breeding (Ref. 57896).",0.535199999809265,0,1,1991-05-01,2291,2015-04-29,3547,"Remora","Echeneidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,3743,"native","Mediterranean and Black Sea","No",48.7999992370605,3.5,17.3,25.9,28.2
"625","Remora remora",1751,"Remora",10791,"(Linnaeus, 1758)","Rerem_u2.jpg",313,847,"elongated","R",0,0,0,1,"reef-associated","WaterAssumed",54.56,86.4000015258789,"TL",26340,"high",0,0,0,0,0,0,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Usually associated with sharks but also attaches itself to other large fishes, sea turtles and even ships (Ref. 2850, 58302); found in gill chambers, fins and body surface (Ref. 5951).  Sometimes free-swimming (Ref. 2850).  Younger individual is more active as parasite pickers (Ref. 26938).  Feeds on parasitic copepods (Ref. 35388).",0.535199999809265,0,5,1990-10-24,2291,2015-04-29,1751,"Remora","Echeneidae","Carangiformes","Teleostei","Osteichthyes","Chordata",37,1947,"native","Mediterranean and Black Sea","No",86.4000015258789,3.49000000953674,11.7,24.8,28.2
"626","Rhabdosargus haffara",8166,"Rhabdosargus",3507,"(Forsskål, 1775)","Rhhaf_u0.jpg",330,2270,"fusiform / normal","O",0,0,0,1,"reef-associated","WaterAssumed",25,35,"TL",30573,"very high",1,1,0,0,0,0,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabits shallow waters, mainly around coral reefs, and over sandy or mud-sandy bottoms (Ref. 30573).  Feeds on benthic invertebrates (Ref. 30573).  Consumed fresh.",0.515600025653839,0,10,1993-07-07,65,2013-07-18,8166,"Rhabdosargus","Sparidae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,8477,"introduced","Mediterranean and Black Sea","Yes",35,3.5,24.8,27.5,29.2
